"age","sexe","filiere","domicile","revenus","situation","etudes","fruits","malbouffe","exercice","imc"
.,"Femme","Litteraire",.,"Multi-sources",.,.,.,11.3,108,.
20,"Femme","Scientifique","Collocation","Remuneration","Difficile","Autre",4,10,108,22.4
.,"Femme","Scientifique",.,"Famille",.,.,.,5.9,109,.
.,"Homme","SciencePo",.,"Multi-sources",.,.,.,12.5,109,.
.,"Homme","Scientifique",.,"Famille",.,.,.,11.2,109,.
20,"Femme","Litteraire","Collocation","Famille","Correcte","Autre",5,8.4,109,29.2
20,"Femme","Autre","Collocation","Multi-sources","Correcte","Autre",4,11.1,109,24.7
20,"Femme","Litteraire","ResidenceU","Remuneration","Difficile","Au moins 1 etudes sup",3,12.8,109,24.3
20,"Femme","Litteraire","Collocation","Famille","Confortable","Autre",4,11.2,110,25.1
20,"Femme","Scientifique","SeulAppartement","Multi-sources","Confortable","Autre",5,9.1,110,21.8
.,"Femme","Litteraire",.,"Multi-sources",.,.,.,10.9,110,.
20,"Homme","Scientifique","Collocation","Multi-sources","Correcte","Autre",3,11.7,110,35.6
20,"Femme","Litteraire","Familial","Famille","Confortable","Au moins 1 etudes sup",7,4.3,111,26.6
20,"Femme","SciencePo","Autre","Remuneration","Correcte","Autre",4,10.9,111,25.8
20,"Femme","Scientifique","ResidenceU","Multi-sources","Correcte","Autre",3,12.8,112,28.1
20,"Femme","Scientifique","SeulAppartement","Remuneration","Difficile","Autre",3,12.7,112,29.3
20,"Femme","Autre","Collocation","Multi-sources","Correcte","Autre",5,9.1,113,22.5
20,"Femme","Litteraire","ResidenceU","Remuneration","Correcte","Autre",3,13.2,113,25.8
.,"Femme","Litteraire",.,"Famille",.,.,.,7.6,114,.
.,"Femme","Scientifique",.,"Remuneration",.,.,.,10.6,114,.
.,"Homme","Scientifique",.,"Multi-sources",.,.,.,14.6,115,.
20,"Homme","Scientifique","SeulAppartement","Remuneration","Correcte","Autre",3,12.4,115,24
20,"Homme","Litteraire","SeulAppartement","Remuneration","Correcte","Autre",3,13.2,115,25.5
20,"Femme","SciencePo","Familial","Famille","Correcte","Au moins 1 etudes sup",7,5.1,117,31.3
20,"Femme","Litteraire","Collocation","Famille","Correcte","Au moins 1 etudes sup",5,7.9,117,28.5
.,"Homme","Scientifique",.,"Remuneration",.,.,.,12.2,117,.
20,"Femme","Scientifique","SeulAppartement","Remuneration","Difficile","Autre",3,11.4,117,25.7
20,"Homme","Scientifique","SeulAppartement","Famille","Confortable","Autre",4,10.2,118,29.5
.,"Femme","Litteraire",.,"Famille",.,.,.,5.5,119,.
20,"Femme","Scientifique","ResidenceU","Remuneration","Correcte","Autre",3,11.7,119,18.4
20,"Femme","Autre","ResidenceU","Remuneration","Correcte","Autre",3,11.5,119,24.7
20,"Femme","Scientifique","ResidenceU","Remuneration","Correcte","Autre",4,10,120,24.4
20,"Femme","Litteraire","Familial","Famille","Confortable","Au moins 1 etudes sup",6,7.1,122,18.4
.,"Femme","Scientifique",.,"Multi-sources",.,.,.,6.4,122,.
.,"Femme","Scientifique",.,"Multi-sources",.,.,.,11.3,122,.
.,"Femme","SciencePo",.,"Multi-sources",.,.,.,9.4,122,.
20,"Homme","Litteraire","ResidenceU","Remuneration","Difficile","Autre",1,15.4,123,30.2
20,"Femme","Autre","Collocation","Remuneration","Correcte","Au moins 1 etudes sup",5,8.3,125,25.5
.,"Femme","Scientifique",.,"Famille",.,.,.,9,125,.
20,"Femme","SciencePo","SeulAppartement","Multi-sources","Correcte","Autre",4,9.4,126,24.2
20,"Homme","Scientifique","Collocation","Famille","Correcte","Autre",3,12.9,127,29.8
.,"Femme","Scientifique",.,"Famille",.,.,.,3.1,128,.
20,"Homme","Litteraire","Collocation","Remuneration","Correcte","Au moins 1 etudes sup",4,9.7,128,33
20,"Femme","Scientifique","Collocation","Multi-sources","Correcte","Au moins 1 etudes sup",5,8.1,129,26.3
.,"Femme","Scientifique",.,"Remuneration",.,.,.,11.1,129,.
20,"Femme","Scientifique","Autre","Famille","Confortable","Au moins 1 etudes sup",4,9.9,132,23.8
20,"Femme","Litteraire","ResidenceU","Remuneration","Difficile","Autre",3,13.1,132,32.5
20,"Femme","Scientifique","Autre","Famille","Confortable","Au moins 1 etudes sup",4,9.3,134,26.8
20,"Femme","Scientifique","SeulAppartement","Multi-sources","Correcte","Au moins 1 etudes sup",4,11.2,134,24.5
20,"Femme","Autre","SeulAppartement","Remuneration","Correcte","Au moins 1 etudes sup",5,8.9,134,23.6
20,"Femme","Litteraire","Collocation","Multi-sources","Correcte","Autre",4,11.2,134,28.3
20,"Homme","Scientifique","Autre","Remuneration","Correcte","Autre",3,12.5,134,25.1
20,"Femme","Autre","ResidenceU","Remuneration","Correcte","Autre",3,12,135,24.9
.,"Homme","Litteraire",.,"Multi-sources",.,.,.,11.6,135,.
20,"Femme","Litteraire","Familial","Famille","Confortable","Au moins 1 etudes sup",7,4.1,136,24.4
20,"Homme","Litteraire","Autre","Famille","Correcte","Au moins 1 etudes sup",4,10.9,136,32.6
20,"Femme","Autre","SeulAppartement","Remuneration","Correcte","Autre",4,10.6,136,19.7
20,"Homme","Litteraire","Familial","Famille","Confortable","Au moins 1 etudes sup",5,8.2,137,33.4
20,"Femme","Scientifique","Familial","Famille","Correcte","Au moins 1 etudes sup",6,7.1,137,23.3
20,"Femme","Scientifique","Collocation","Famille","Difficile","Autre",3,11.6,137,24.8
20,"Homme","Scientifique","Autre","Remuneration","Difficile","Autre",3,12.4,138,36.7
20,"Femme","Litteraire","Familial","Multi-sources","Correcte","Au moins 1 etudes sup",7,5.2,140,25.6
20,"Femme","Litteraire","Collocation","Famille","Correcte","Au moins 1 etudes sup",5,8.8,143,21.4
20,"Femme","Litteraire","SeulAppartement","Famille","Correcte","Au moins 1 etudes sup",5,8.9,143,22.1
20,"Femme","Scientifique","SeulAppartement","Multi-sources","Correcte","Autre",4,9.5,143,17.2
20,"Femme","Litteraire","Autre","Multi-sources","Correcte","Autre",3,11.6,144,23.8
20,"Femme","Scientifique","Collocation","Multi-sources","Correcte","Autre",4,9.8,144,27.1
20,"Femme","Litteraire","SeulAppartement","Famille","Confortable","Au moins 1 etudes sup",5,8.5,145,21.9
20,"Femme","Litteraire","Familial","Multi-sources","Correcte","Au moins 1 etudes sup",5,7.4,145,17.1
20,"Femme","SciencePo","Collocation","Multi-sources","Correcte","Autre",4,10.3,146,24.6
20,"Femme","Scientifique","ResidenceU","Remuneration","Correcte","Autre",3,11.5,146,27.8
.,"Femme","Litteraire",.,"Famille",.,.,.,7.6,147,.
20,"Homme","SciencePo","Familial","Famille","Correcte","Autre",5,7.5,149,22.9
20,"Femme","Litteraire","Collocation","Remuneration","Correcte","Autre",4,10.7,150,27.5
20,"Homme","SciencePo","ResidenceU","Multi-sources","Correcte","Autre",3,13.2,151,24.8
20,"Femme","Autre","ResidenceU","Remuneration","Correcte","Autre",3,11.5,151,24
20,"Femme","Litteraire","ResidenceU","Remuneration","Correcte","Autre",4,11.1,151,25.9
20,"Homme","Litteraire","Collocation","Remuneration","Difficile","Autre",2,14.2,152,32.3
20,"Homme","Scientifique","SeulAppartement","Multi-sources","Correcte","Autre",4,11.3,153,25.9
.,"Femme","Scientifique",.,"Remuneration",.,.,.,7.3,154,.
.,"Femme","Scientifique",.,"Famille",.,.,.,8,154,.
.,"Femme","Autre",.,"Multi-sources",.,.,.,10.6,154,.
.,"Homme","Scientifique",.,"Multi-sources",.,.,.,13.6,154,.
20,"Homme","Litteraire","Autre","Remuneration","Correcte","Autre",3,13,154,29.7
20,"Homme","Litteraire","Familial","Famille","Correcte","Autre",4,9.9,155,24.6
20,"Femme","Litteraire","ResidenceU","Multi-sources","Correcte","Autre",3,12.4,155,25.2
20,"Homme","Litteraire","Autre","Remuneration","Difficile","Autre",2,13.6,156,34.1
20,"Femme","Litteraire","Familial","Famille","Correcte","Autre",5,8.6,157,29.1
20,"Femme","Scientifique","SeulAppartement","Multi-sources","Correcte","Autre",5,7.6,158,25.6
20,"Femme","Scientifique","SeulAppartement","Remuneration","Difficile","Autre",3,11.9,158,22.3
20,"Femme","Litteraire","Collocation","Multi-sources","Correcte","Au moins 1 etudes sup",5,8.9,159,28.3
20,"Homme","Scientifique","SeulAppartement","Famille","Confortable","Au moins 1 etudes sup",4,11,160,28.3
20,"Femme","Scientifique","Familial","Multi-sources","Correcte","Autre",6,6.8,160,26.5
20,"Femme","Scientifique","Collocation","Famille","Correcte","Autre",4,9.7,162,36.5
.,"Homme","Litteraire",.,"Multi-sources",.,.,.,14.4,163,.
20,"Femme","Litteraire","SeulAppartement","Multi-sources","Correcte","Autre",3,11.5,163,27.9
20,"Femme","Scientifique","Familial","Famille","Correcte","Autre",7,4.8,166,19.7
.,"Homme","Scientifique",.,"Famille",.,.,.,8.9,166,.
20,"Homme","Litteraire","Collocation","Famille","Confortable","Au moins 1 etudes sup",4,10.3,167,28.5
20,"Femme","Scientifique","SeulAppartement","Famille","Confortable","Au moins 1 etudes sup",4,10.1,167,21.8
20,"Homme","Autre","ResidenceU","Multi-sources","Correcte","Autre",2,14.4,167,30
.,"Femme","Litteraire",.,"Famille",.,.,.,6.5,168,.
20,"Femme","Scientifique","ResidenceU","Multi-sources","Correcte","Autre",4,11.2,168,25.4
20,"Femme","Litteraire","Autre","Remuneration","Difficile","Autre",3,13.2,168,34.3
20,"Femme","Scientifique","SeulAppartement","Famille","Correcte","Au moins 1 etudes sup",5,8.5,169,24.9
20,"Homme","Scientifique","Collocation","Famille","Correcte","Autre",4,11.1,169,27.1
20,"Femme","Scientifique","Collocation","Remuneration","Difficile","Autre",4,9.8,169,25.7
20,"Femme","Litteraire","ResidenceU","Multi-sources","Correcte","Autre",3,12.1,170,22
20,"Femme","Scientifique","ResidenceU","Multi-sources","Correcte","Autre",3,12.9,171,23.4
.,"Homme","Scientifique",.,"Remuneration",.,.,.,12.9,171,.
20,"Homme","Autre","Collocation","Remuneration","Difficile","Autre",3,12.6,172,27.3
20,"Homme","Scientifique","SeulAppartement","Famille","Correcte","Au moins 1 etudes sup",4,10.7,173,26.8
20,"Femme","SciencePo","SeulAppartement","Remuneration","Correcte","Autre",4,9.3,173,27
20,"Femme","SciencePo","Collocation","Multi-sources","Correcte","Autre",5,9,174,22.1
.,"Homme","SciencePo",.,"Remuneration",.,.,.,11.9,175,.
20,"Femme","Scientifique","Collocation","Remuneration","Correcte","Au moins 1 etudes sup",5,8.9,177,26.9
20,"Homme","Litteraire","Autre","Multi-sources","Correcte","Autre",4,10.7,177,33.3
20,"Femme","Autre","Collocation","Remuneration","Correcte","Autre",4,9.7,177,21.4
20,"Femme","Scientifique","Collocation","Famille","Confortable","Au moins 1 etudes sup",5,8.7,178,21.3
.,"Homme","Scientifique",.,"Famille",.,.,.,10.8,179,.
20,"Femme","Litteraire","Collocation","Remuneration","Difficile","Autre",3,12.7,179,23
.,"Homme","Scientifique",.,"Famille",.,.,.,11.5,180,.
.,"Homme","Litteraire",.,"Multi-sources",.,.,.,11.5,180,.
.,"Homme","Scientifique",.,"Famille",.,.,.,7.8,182,.
20,"Femme","Litteraire","Autre","Remuneration","Correcte","Au moins 1 etudes sup",4,9.4,185,22.4
20,"Homme","Scientifique","Collocation","Multi-sources","Correcte","Autre",3,12.3,186,27.1
20,"Femme","Scientifique","Autre","Remuneration","Correcte","Autre",4,10.3,187,25.9
.,"Femme","Scientifique",.,"Famille",.,.,.,4.7,188,.
.,"Homme","Litteraire",.,"Famille",.,.,.,11.7,189,.
20,"Femme","Litteraire","SeulAppartement","Famille","Correcte","Au moins 1 etudes sup",4,9.7,189,21.4
.,"Homme","Litteraire",.,"Famille",.,.,.,9.2,191,.
.,"Femme","Scientifique",.,"Remuneration",.,.,.,11.8,196,.
.,"Femme","Litteraire",.,"Remuneration",.,.,.,12.6,197,.
.,"Femme","SciencePo",.,"Multi-sources",.,.,.,9,198,.
20,"Femme","Scientifique","Familial","Famille","Confortable","Au moins 1 etudes sup",7,4.9,200,21.2
.,"Femme","Scientifique",.,"Famille",.,.,.,5.9,202,.
.,"Femme","Autre",.,"Remuneration",.,.,.,10.7,204,.
20,"Homme","Scientifique","SeulAppartement","Famille","Correcte","Autre",4,10.1,213,24.2
.,"Femme","Scientifique",.,"Famille",.,.,.,6.6,215,.
20,"Homme","Litteraire","Familial","Multi-sources","Correcte","Au moins 1 etudes sup",5,8.9,215,26.7
.,"Homme","Litteraire",.,"Famille",.,.,.,9.6,221,.
20,"Homme","Litteraire","Familial","Multi-sources","Correcte","Au moins 1 etudes sup",5,8.9,221,26.1
.,"Homme","Litteraire",.,"Remuneration",.,.,.,11.4,221,.
20,"Homme","Litteraire","ResidenceU","Remuneration","Correcte","Autre",3,13.2,225,27.2
20,"Femme","Litteraire","ResidenceU","Remuneration","Correcte","Autre",2,13.6,227,27.8
20,"Homme","Autre","SeulAppartement","Multi-sources","Correcte","Au moins 1 etudes sup",5,9,228,23.9
20,"Femme","Autre","SeulAppartement","Famille","Correcte","Autre",4,10.7,229,28.1
20,"Homme","Scientifique","Autre","Remuneration","Difficile","Autre",2,13.4,246,20.9
.,"Homme","Scientifique",.,"Famille",.,.,.,12,247,.
20,"Homme","SciencePo","Collocation","Multi-sources","Correcte","Autre",4,10.9,256,31.1
20,"Femme","Litteraire","SeulAppartement","Multi-sources","Correcte","Autre",4,9.6,258,21.9
20,"Homme","Scientifique","ResidenceU","Multi-sources","Correcte","Autre",2,14.3,259,21.3
20,"Femme","Autre","ResidenceU","Multi-sources","Confortable","Autre",4,10.2,268,25.4
20,"Homme","Scientifique","Familial","Multi-sources","Correcte","Au moins 1 etudes sup",5,7.6,269,25.7
20,"Femme","Scientifique","Familial","Famille","Correcte","Au moins 1 etudes sup",6,6,273,27
.,"Homme","Scientifique",.,"Remuneration",.,.,.,11.8,325,.
20,"Homme","SciencePo","Collocation","Famille","Correcte","Au moins 1 etudes sup",5,9.2,328,27.9
21,"Femme","Litteraire","SeulAppartement","Famille","Confortable","Au moins 1 etudes sup",4,10.4,0,27.1
21,"Homme","Litteraire","Collocation","Remuneration","Correcte","Autre",2,14,0,27.3
21,"Homme","SciencePo","Collocation","Famille","Difficile","Autre",3,12.9,1,31.4
21,"Homme","Scientifique","SeulAppartement","Multi-sources","Correcte","Au moins 1 etudes sup",4,11.1,1,27.4
21,"Femme","Scientifique","Collocation","Multi-sources","Correcte","Autre",4,10.9,1,30
21,"Homme","Scientifique","SeulAppartement","Multi-sources","Correcte","Autre",3,12.2,1,23.7
21,"Femme","Litteraire","SeulAppartement","Multi-sources","Correcte","Autre",3,12.8,1,30.5
21,"Femme","Scientifique","Familial","Famille","Confortable","Autre",4,9.8,2,32.9
.,"Femme","Scientifique",.,"Famille",.,.,.,9.1,2,.
21,"Femme","Scientifique","Collocation","Multi-sources","Correcte","Au moins 1 etudes sup",4,9.8,2,27.2
.,"Femme","Scientifique",.,"Multi-sources",.,.,.,12.1,2,.
21,"Homme","Scientifique","Familial","Famille","Correcte","Autre",5,8.2,2,25.6
21,"Femme","Litteraire","Familial","Famille","Correcte","Autre",5,7.7,2,30.4
21,"Femme","Litteraire","SeulAppartement","Famille","Correcte","Autre",3,11.5,2,23.6
21,"Femme","Scientifique","Familial","Multi-sources","Difficile","Autre",5,7.7,2,29.4
21,"Femme","SciencePo","SeulAppartement","Remuneration","Difficile","Autre",3,11.4,2,23.9
21,"Femme","Scientifique","ResidenceU","Multi-sources","Confortable","Au moins 1 etudes sup",4,9.6,3,25
21,"Femme","Litteraire","ResidenceU","Multi-sources","Confortable","Au moins 1 etudes sup",3,13,3,26
21,"Femme","Litteraire","Collocation","Multi-sources","Correcte","Au moins 1 etudes sup",5,9.1,3,34.4
21,"Femme","Litteraire","Familial","Famille","Correcte","Autre",5,8,3,23.1
21,"Homme","SciencePo","Familial","Famille","Correcte","Autre",4,10.1,3,31.5
.,"Femme","Scientifique",.,"Famille",.,.,.,7.9,3,.
21,"Femme","Litteraire","SeulAppartement","Famille","Correcte","Autre",4,9.8,3,26.4
.,"Femme","Litteraire",.,"Multi-sources",.,.,.,11.9,3,.
21,"Femme","Scientifique","Autre","Remuneration","Correcte","Autre",4,10.5,3,30.9
21,"Femme","Litteraire","ResidenceU","Remuneration","Difficile","Autre",3,12.5,3,26.1
21,"Femme","Scientifique","SeulAppartement","Famille","Correcte","Au moins 1 etudes sup",5,8.5,4,27.7
.,"Femme","Scientifique",.,"Multi-sources",.,.,.,6.6,4,.
21,"Femme","Scientifique","Collocation","Remuneration","Correcte","Autre",4,9.3,4,28.8
.,"Homme","Litteraire",.,"Remuneration",.,.,.,13.8,4,.
.,"Femme","Litteraire",.,"Multi-sources",.,.,.,11.7,4,.
21,"Femme","Scientifique","Collocation","Multi-sources","Confortable","Au moins 1 etudes sup",4,10.4,5,27.5
21,"Femme","Litteraire","ResidenceU","Remuneration","Confortable","Au moins 1 etudes sup",3,12.4,5,25.8
21,"Homme","Scientifique","SeulAppartement","Multi-sources","Correcte","Au moins 1 etudes sup",3,11.4,5,24.7
21,"Femme","SciencePo","Autre","Famille","Correcte","Autre",4,10.4,5,30.8
21,"Femme","Scientifique","Familial","Famille","Correcte","Autre",6,6.6,5,25.1
21,"Homme","Scientifique","SeulAppartement","Famille","Correcte","Autre",4,10.8,5,22.2
.,"Femme","Litteraire",.,"Multi-sources",.,.,.,7.8,5,.
21,"Femme","Litteraire","SeulAppartement","Multi-sources","Correcte","Autre",3,12.8,5,26.9
21,"Femme","Scientifique","ResidenceU","Remuneration","Correcte","Autre",4,11.2,5,26.7
21,"Femme","Scientifique","SeulAppartement","Remuneration","Difficile","Autre",3,11.7,5,25.6
21,"Homme","Scientifique","SeulAppartement","Multi-sources","Confortable","Au moins 1 etudes sup",4,10,6,24.4
.,"Homme","Litteraire",.,"Remuneration",.,.,.,12.1,6,.
21,"Femme","Autre","Familial","Famille","Correcte","Autre",6,7.2,6,28.1
.,"Homme","Litteraire",.,"Famille",.,.,.,12.2,6,.
21,"Femme","Litteraire","SeulAppartement","Famille","Correcte","Autre",3,11.4,6,28.3
21,"Femme","Scientifique","Collocation","Multi-sources","Correcte","Autre",4,9.4,6,28.2
21,"Femme","Scientifique","Autre","Remuneration","Correcte","Autre",4,9.6,6,31.5
21,"Femme","Autre","Autre","Multi-sources","Correcte","Autre",4,9.6,7,26.4
21,"Femme","Scientifique","SeulAppartement","Famille","Correcte","Autre",3,11.5,8,29.4
.,"Femme","Scientifique",.,"Multi-sources",.,.,.,7,8,.
.,"Femme","Litteraire",.,"Multi-sources",.,.,.,9.3,8,.
.,"Femme","Litteraire",.,"Multi-sources",.,.,.,5.6,8,.
21,"Femme","Scientifique","ResidenceU","Multi-sources","Correcte","Autre",3,11.8,8,25.6
21,"Femme","SciencePo","Collocation","Remuneration","Difficile","Au moins 1 etudes sup",3,11.5,8,31.3
21,"Homme","Litteraire","Familial","Famille","Confortable","Au moins 1 etudes sup",5,9.1,9,23.2
21,"Homme","Scientifique","Familial","Famille","Correcte","Autre",4,9.9,9,29.2
21,"Homme","Scientifique","ResidenceU","Remuneration","Correcte","Au moins 1 etudes sup",3,12.1,9,29.2
21,"Femme","Scientifique","Collocation","Famille","Correcte","Autre",4,9.8,9,34.7
21,"Homme","Litteraire","ResidenceU","Multi-sources","Correcte","Autre",1,16.1,9,26.8
21,"Femme","Scientifique","SeulAppartement","Multi-sources","Correcte","Autre",4,10.8,9,27.3
21,"Femme","Scientifique","ResidenceU","Remuneration","Correcte","Autre",3,12.4,9,33.3
21,"Homme","Litteraire","Familial","Famille","Confortable","Autre",4,9.6,10,29.7
21,"Homme","Scientifique","Collocation","Famille","Confortable","Au moins 1 etudes sup",3,12.3,10,32.2
21,"Femme","Scientifique","Autre","Remuneration","Correcte","Au moins 1 etudes sup",5,9,10,28.1
.,"Femme","Scientifique",.,"Multi-sources",.,.,.,12.5,10,.
21,"Femme","Litteraire","ResidenceU","Remuneration","Confortable","Au moins 1 etudes sup",4,10.4,11,30.7
21,"Femme","Autre","Collocation","Remuneration","Correcte","Au moins 1 etudes sup",5,7.6,11,30.7
21,"Femme","Scientifique","Collocation","Famille","Correcte","Autre",4,11.1,11,28.2
21,"Homme","Litteraire","Familial","Multi-sources","Correcte","Autre",4,9.4,11,27.1
21,"Homme","Litteraire","Collocation","Famille","Confortable","Au moins 1 etudes sup",2,13.3,12,27.1
21,"Femme","Scientifique","Familial","Famille","Confortable","Au moins 1 etudes sup",6,5.4,12,23
21,"Femme","Autre","Familial","Famille","Correcte","Au moins 1 etudes sup",6,6.4,12,29
21,"Femme","Litteraire","Familial","Famille","Correcte","Autre",5,8.6,12,31.8
21,"Homme","Litteraire","Familial","Famille","Correcte","Autre",5,8.2,12,32.8
.,"Homme","SciencePo",.,"Famille",.,.,.,9.9,12,.
21,"Femme","Scientifique","Collocation","Remuneration","Correcte","Autre",3,12,12,21.5
.,"Femme","SciencePo",.,"Remuneration",.,.,.,10.5,12,.
.,"Homme","Litteraire",.,"Famille",.,.,.,13.5,13,.
21,"Homme","SciencePo","SeulAppartement","Famille","Correcte","Autre",3,12.4,13,28.4
21,"Femme","Litteraire","ResidenceU","Remuneration","Correcte","Autre",2,14.1,13,28.3
.,"Homme","Scientifique",.,"Remuneration",.,.,.,12.3,14,.
21,"Homme","Scientifique","Familial","Multi-sources","Correcte","Autre",4,10.2,14,29.1
21,"Homme","Litteraire","Familial","Famille","Confortable","Au moins 1 etudes sup",4,9.8,15,26.2
21,"Femme","Litteraire","Familial","Famille","Confortable","Au moins 1 etudes sup",6,6.8,15,29.6
.,"Homme","Scientifique",.,"Remuneration",.,.,.,13.3,15,.
21,"Homme","Scientifique","SeulAppartement","Famille","Confortable","Autre",3,12.5,15,26.7
21,"Femme","Litteraire","SeulAppartement","Famille","Correcte","Autre",4,10.9,15,30.8
21,"Femme","Litteraire","ResidenceU","Multi-sources","Correcte","Autre",2,13.6,15,30.3
21,"Femme","Scientifique","SeulAppartement","Remuneration","Correcte","Autre",5,8.2,15,27
21,"Homme","Scientifique","Collocation","Remuneration","Difficile","Autre",3,12.9,15,33.3
.,"Homme","Scientifique",.,"Remuneration",.,.,.,15.4,15,.
.,"Femme","Scientifique",.,"Famille",.,.,.,5.6,16,.
21,"Femme","SciencePo","Familial","Famille","Correcte","Autre",5,8.7,16,25.6
21,"Femme","Scientifique","Collocation","Multi-sources","Correcte","Autre",5,8.6,16,31.8
21,"Femme","SciencePo","Collocation","Remuneration","Correcte","Autre",5,8.7,16,28.2
21,"Femme","Scientifique","Collocation","Remuneration","Correcte","Autre",4,9.6,16,29.3
.,"Femme","Scientifique",.,"Remuneration",.,.,.,11.3,16,.
21,"Femme","Autre","ResidenceU","Remuneration","Difficile","Autre",2,13.7,16,34.5
21,"Femme","Autre","Collocation","Multi-sources","Correcte","Autre",4,10.4,17,26.8
21,"Femme","Scientifique","SeulAppartement","Remuneration","Correcte","Autre",4,10.3,17,27.2
21,"Homme","Litteraire","SeulAppartement","Remuneration","Correcte","Autre",3,11.7,17,29.1
21,"Femme","Scientifique","Familial","Famille","Confortable","Au moins 1 etudes sup",6,7.2,18,29.6
21,"Homme","Scientifique","Familial","Famille","Confortable","Au moins 1 etudes sup",6,7.2,18,29.7
21,"Femme","Scientifique","Familial","Famille","Confortable","Au moins 1 etudes sup",6,6.2,18,37.7
21,"Femme","Scientifique","SeulAppartement","Famille","Confortable","Au moins 1 etudes sup",4,9.5,18,30.1
21,"Homme","SciencePo","SeulAppartement","Famille","Correcte","Autre",3,12.2,18,31.5
21,"Homme","Scientifique","Collocation","Multi-sources","Correcte","Autre",3,12.4,18,27.5
21,"Femme","Autre","Collocation","Remuneration","Correcte","Autre",5,8,18,22.5
.,"Homme","Scientifique",.,"Remuneration",.,.,.,12.2,18,.
.,"Femme","Autre",.,"Remuneration",.,.,.,10.4,18,.
.,"Femme","Litteraire",.,"Multi-sources",.,.,.,5.5,19,.
21,"Femme","Litteraire","SeulAppartement","Multi-sources","Correcte","Au moins 1 etudes sup",4,10.9,19,26.8
21,"Femme","Autre","SeulAppartement","Multi-sources","Correcte","Au moins 1 etudes sup",5,8.5,19,32.9
21,"Homme","Litteraire","Collocation","Remuneration","Correcte","Autre",2,14.7,19,24.1
21,"Femme","Scientifique","ResidenceU","Remuneration","Correcte","Autre",3,12.5,19,28.8
21,"Femme","Litteraire","ResidenceU","Remuneration","Difficile","Au moins 1 etudes sup",2,14.1,19,32.3
21,"Femme","Litteraire","Collocation","Remuneration","Difficile","Autre",3,13.1,19,30.4
21,"Femme","Litteraire","ResidenceU","Remuneration","Difficile","Autre",2,13.6,19,29.2
21,"Femme","Scientifique","Autre","Multi-sources","Correcte","Au moins 1 etudes sup",5,9,20,26.8
21,"Femme","SciencePo","Collocation","Famille","Correcte","Autre",4,10.2,20,26.9
.,"Femme","Scientifique",.,"Famille",.,.,.,8.4,20,.
21,"Femme","Scientifique","ResidenceU","Multi-sources","Correcte","Autre",3,11.7,20,26.9
21,"Femme","Scientifique","Collocation","Remuneration","Correcte","Autre",4,9.3,20,32
21,"Femme","Scientifique","ResidenceU","Remuneration","Correcte","Autre",3,11.9,20,31.1
21,"Femme","Litteraire","Collocation","Remuneration","Difficile","Autre",2,14.3,20,26
21,"Femme","Scientifique","Collocation","Multi-sources","Correcte","Au moins 1 etudes sup",4,10.1,21,29.5
21,"Femme","Scientifique","Collocation","Multi-sources","Correcte","Autre",4,10.9,21,30.1
.,"Femme","Scientifique",.,"Famille",.,.,.,11.3,21,.
21,"Homme","Autre","SeulAppartement","Remuneration","Difficile","Autre",3,12.1,21,30.3
21,"Femme","SciencePo","Collocation","Remuneration","Confortable","Au moins 1 etudes sup",5,9.2,22,20.4
21,"Femme","Litteraire","Familial","Famille","Correcte","Autre",6,6.8,22,24.4
.,"Femme","Scientifique",.,"Multi-sources",.,.,.,6.7,22,.
21,"Femme","Scientifique","Autre","Remuneration","Correcte","Au moins 1 etudes sup",6,6.1,23,31.7
21,"Homme","Scientifique","Familial","Multi-sources","Correcte","Autre",5,8.7,23,35.4
21,"Femme","Scientifique","ResidenceU","Remuneration","Correcte","Autre",2,13.4,23,29.9
21,"Homme","Scientifique","ResidenceU","Remuneration","Difficile","Autre",2,15.1,23,27.1
21,"Homme","Litteraire","Collocation","Famille","Confortable","Autre",2,14.3,24,23.8
21,"Femme","Litteraire","SeulAppartement","Remuneration","Correcte","Autre",3,11.6,24,30.5
21,"Homme","SciencePo","Familial","Multi-sources","Difficile","Autre",5,8,24,23
21,"Femme","Litteraire","ResidenceU","Remuneration","Confortable","Au moins 1 etudes sup",3,12.3,25,30.9
.,"Homme","Litteraire",.,"Multi-sources",.,.,.,11.2,25,.
21,"Femme","Scientifique","Collocation","Remuneration","Correcte","Au moins 1 etudes sup",4,9.6,25,34.1
21,"Femme","Scientifique","Collocation","Multi-sources","Correcte","Autre",4,10.6,25,22.9
21,"Femme","Litteraire","Familial","Multi-sources","Correcte","Autre",5,7.9,25,34.8
21,"Femme","Scientifique","Collocation","Remuneration","Correcte","Autre",4,10.4,25,27.7
21,"Femme","Scientifique","ResidenceU","Remuneration","Difficile","Autre",3,12.9,25,30.9
.,"Femme","SciencePo",.,"Remuneration",.,.,.,10,25,.
21,"Femme","Scientifique","Familial","Famille","Correcte","Au moins 1 etudes sup",6,5.7,26,29.5
21,"Femme","Scientifique","SeulAppartement","Famille","Correcte","Autre",5,8.2,26,23.8
21,"Femme","Scientifique","Collocation","Multi-sources","Correcte","Autre",4,9.4,26,23.7
.,"Femme","Scientifique",.,"Remuneration",.,.,.,10.3,26,.
.,"Homme","Scientifique",.,"Remuneration",.,.,.,14.2,26,.
21,"Femme","Autre","Familial","Remuneration","Difficile","Autre",5,8.8,26,24.8
