age;sexe;filiere;domicile;revenus;situation;etudes;fruits;malbouffe;exercice;imc
20;F;SciencePo;SeulAppartement;Multi-sources;Correcte;Autre;4;9,4;122;19,6
20;G;Litteraire;ResidenceU;Remuneration;Difficile;Autre;1;15,4;123;30,2
20;F;Autre;Collocation;Remuneration;Correcte;Au moins 1 etudes sup;5;8,3;125;25,5
20;F;Scientifique;SeulAppartement;Famille;Correcte;Autre;5;9,0;125;24,1
20;F;SciencePo;SeulAppartement;Multi-sources;Correcte;Autre;4;9,4;126;24,2
20;G;Scientifique;Collocation;Famille;Correcte;Autre;3;12,9;127;29,8
20;F;Scientifique;Familial;Famille;Confortable;Au moins 1 etudes sup;8;3,1;128;26,4
20;G;Litteraire;Collocation;Remuneration;Correcte;Au moins 1 etudes sup;4;9,7;128;33,0
20;F;Scientifique;Collocation;Multi-sources;Correcte;Au moins 1 etudes sup;5;8,1;129;26,3
20;F;Scientifique;Collocation;Remuneration;Correcte;Autre;4;11,1;129;20,7
20;F;Scientifique;Autre;Famille;Confortable;Au moins 1 etudes sup;4;9,9;132;23,8
20;F;Litteraire;ResidenceU;Remuneration;Difficile;Autre;3;13,1;132;32,5
20;F;Scientifique;Autre;Famille;Confortable;Au moins 1 etudes sup;4;9,3;134;26,8
20;F;Scientifique;SeulAppartement;Multi-sources;Correcte;Au moins 1 etudes sup;4;11,2;134;24,5
20;F;Autre;SeulAppartement;Remuneration;Correcte;Au moins 1 etudes sup;5;8,9;134;23,6
20;F;Litteraire;Collocation;Multi-sources;Correcte;Autre;4;11,2;134;28,3
20;G;Scientifique;Autre;Remuneration;Correcte;Autre;3;12,5;134;25,1
20;F;Autre;ResidenceU;Remuneration;Correcte;Autre;3;12,0;135;24,9
20;G;Litteraire;Collocation;Multi-sources;Difficile;Autre;3;11,6;135;27,4
20;F;Litteraire;Familial;Famille;Confortable;Au moins 1 etudes sup;7;4,1;136;24,4
20;G;Litteraire;Autre;Famille;Correcte;Au moins 1 etudes sup;4;10,9;136;32,6
20;F;Autre;SeulAppartement;Remuneration;Correcte;Autre;4;10,6;136;19,7
20;G;Litteraire;Familial;Famille;Confortable;Au moins 1 etudes sup;5;8,2;137;33,4
20;F;Scientifique;Familial;Famille;Correcte;Au moins 1 etudes sup;6;7,1;137;23,3
20;F;Scientifique;Collocation;Famille;Difficile;Autre;3;11,6;137;24,8
20;G;Scientifique;Autre;Remuneration;Difficile;Autre;3;12,4;138;36,7
20;F;Litteraire;Familial;Multi-sources;Correcte;Au moins 1 etudes sup;7;5,2;140;25,6
20;F;Litteraire;Collocation;Famille;Correcte;Au moins 1 etudes sup;5;8,8;143;21,4
20;F;Litteraire;SeulAppartement;Famille;Correcte;Au moins 1 etudes sup;5;8,9;143;22,1
20;F;Scientifique;SeulAppartement;Multi-sources;Correcte;Autre;4;9,5;143;17,2
20;F;Litteraire;Autre;Multi-sources;Correcte;Autre;3;11,6;144;23,8
20;F;Scientifique;Collocation;Multi-sources;Correcte;Autre;4;9,8;144;27,1
20;F;Litteraire;SeulAppartement;Famille;Confortable;Au moins 1 etudes sup;5;8,5;145;21,9
20;F;Litteraire;Familial;Multi-sources;Correcte;Au moins 1 etudes sup;5;7,4;145;17,1
20;F;SciencePo;Collocation;Multi-sources;Correcte;Autre;4;10,3;146;24,6
20;F;Scientifique;ResidenceU;Remuneration;Correcte;Autre;3;11,5;146;27,8
20;F;Litteraire;Familial;Famille;Correcte;Autre;5;7,6;147;24,4
20;G;SciencePo;Familial;Famille;Correcte;Autre;5;7,5;149;22,9
20;F;Litteraire;Collocation;Remuneration;Correcte;Autre;4;10,7;150;27,5
20;G;SciencePo;ResidenceU;Multi-sources;Correcte;Autre;3;13,2;151;24,8
20;F;Autre;ResidenceU;Remuneration;Correcte;Autre;3;11,5;151;24,0
20;F;Litteraire;ResidenceU;Remuneration;Correcte;Autre;4;11,1;151;25,9
20;G;Litteraire;Collocation;Remuneration;Difficile;Autre;2;14,2;152;32,3
20;G;Scientifique;SeulAppartement;Multi-sources;Correcte;Autre;4;11,3;153;25,9
20;F;Scientifique;SeulAppartement;Remuneration;Correcte;Au moins 1 etudes sup;6;7,3;154;25,2
20;F;Scientifique;SeulAppartement;Famille;Correcte;Autre;5;8,0;154;27,6
20;F;Autre;SeulAppartement;Multi-sources;Correcte;Autre;4;10,6;154;24,3
20;G;Scientifique;SeulAppartement;Multi-sources;Correcte;Autre;2;13,6;154;32,5
20;G;Litteraire;Autre;Remuneration;Correcte;Autre;3;13,0;154;29,7
20;G;Litteraire;Familial;Famille;Correcte;Autre;4;9,9;155;24,6
20;F;Litteraire;ResidenceU;Multi-sources;Correcte;Autre;3;12,4;155;25,2
20;G;Litteraire;Autre;Remuneration;Difficile;Autre;2;13,6;156;34,1
20;F;Litteraire;Familial;Famille;Correcte;Autre;5;8,6;157;29,1
20;F;Scientifique;SeulAppartement;Multi-sources;Correcte;Autre;5;7,6;158;25,6
20;F;Scientifique;SeulAppartement;Remuneration;Difficile;Autre;3;11,9;158;22,3
20;F;Litteraire;Collocation;Multi-sources;Correcte;Au moins 1 etudes sup;5;8,9;159;28,3
20;G;Scientifique;SeulAppartement;Famille;Confortable;Au moins 1 etudes sup;4;11,0;160;28,3
20;F;Scientifique;Familial;Multi-sources;Correcte;Autre;6;6,8;160;26,5
20;F;Scientifique;Collocation;Famille;Correcte;Autre;4;9,7;162;36,5
20;G;Litteraire;ResidenceU;Multi-sources;Correcte;Autre;2;14,4;163;30,6
20;F;Litteraire;SeulAppartement;Multi-sources;Correcte;Autre;3;11,5;163;27,9
20;F;Scientifique;Familial;Famille;Correcte;Autre;7;4,8;166;19,7
20;G;Scientifique;Familial;Famille;Correcte;Autre;5;8,9;166;29,1
20;G;Litteraire;Collocation;Famille;Confortable;Au moins 1 etudes sup;4;10,3;167;28,5
20;F;Scientifique;SeulAppartement;Famille;Confortable;Au moins 1 etudes sup;4;10,1;167;21,8
20;G;Autre;ResidenceU;Multi-sources;Correcte;Autre;2;14,4;167;30,0
20;F;Litteraire;Familial;Famille;Correcte;Au moins 1 etudes sup;6;6,5;168;24,2
20;F;Scientifique;ResidenceU;Multi-sources;Correcte;Autre;4;11,2;168;25,4
20;F;Litteraire;Autre;Remuneration;Difficile;Autre;3;13,2;168;34,3
20;F;Scientifique;SeulAppartement;Famille;Correcte;Au moins 1 etudes sup;5;8,5;169;24,9
20;G;Scientifique;Collocation;Famille;Correcte;Autre;4;11,1;169;27,1
20;F;Scientifique;Collocation;Remuneration;Difficile;Autre;4;9,8;169;25,7
20;F;Litteraire;ResidenceU;Multi-sources;Correcte;Autre;3;12,1;170;22,0
20;F;Scientifique;ResidenceU;Multi-sources;Correcte;Autre;3;12,9;171;23,4
20;G;Scientifique;SeulAppartement;Remuneration;Difficile;Autre;3;12,9;171;25,6
20;G;Autre;Collocation;Remuneration;Difficile;Autre;3;12,6;172;27,3
20;G;Scientifique;SeulAppartement;Famille;Correcte;Au moins 1 etudes sup;4;10,7;173;26,8
20;F;SciencePo;SeulAppartement;Remuneration;Correcte;Autre;4;9,3;173;27,0
20;F;SciencePo;Collocation;Multi-sources;Correcte;Autre;5;9,0;174;22,1
20;G;SciencePo;Collocation;Remuneration;Correcte;Autre;3;11,9;175;29,1
20;F;Scientifique;Collocation;Remuneration;Correcte;Au moins 1 etudes sup;5;8,9;177;26,9
20;G;Litteraire;Autre;Multi-sources;Correcte;Autre;4;10,7;177;33,3
20;F;Autre;Collocation;Remuneration;Correcte;Autre;4;9,7;177;21,4
20;F;Scientifique;Collocation;Famille;Confortable;Au moins 1 etudes sup;5;8,7;178;21,3
20;G;Scientifique;Familial;Famille;Confortable;Autre;4;10,8;179;31,2
20;F;Litteraire;Collocation;Remuneration;Difficile;Autre;3;12,7;179;23,0
20;G;Scientifique;Autre;Famille;Confortable;Au moins 1 etudes sup;3;11,5;180;28,3
20;G;Litteraire;SeulAppartement;Multi-sources;Correcte;Autre;3;11,5;180;27,5
20;G;Scientifique;Familial;Famille;Confortable;Autre;5;7,8;182;27,8
20;F;Litteraire;Autre;Remuneration;Correcte;Au moins 1 etudes sup;4;9,4;185;22,4
20;G;Scientifique;Collocation;Multi-sources;Correcte;Autre;3;12,3;186;27,1
20;F;Scientifique;Autre;Remuneration;Correcte;Autre;4;10,3;187;25,9
20;F;Scientifique;Familial;Famille;Correcte;Autre;7;4,7;188;27,2
20;G;Litteraire;Collocation;Famille;Confortable;Au moins 1 etudes sup;3;11,7;189;29,0
20;F;Litteraire;SeulAppartement;Famille;Correcte;Au moins 1 etudes sup;4;9,7;189;21,4
20;G;Litteraire;Familial;Famille;Correcte;Autre;5;9,2;191;28,4
20;F;Scientifique;ResidenceU;Remuneration;Correcte;Au moins 1 etudes sup;3;11,8;196;25,0
20;F;Litteraire;SeulAppartement;Remuneration;Difficile;Autre;3;12,6;197;22,3
20;F;SciencePo;Collocation;Multi-sources;Correcte;Au moins 1 etudes sup;5;9,0;198;26,3
20;F;Scientifique;Familial;Famille;Confortable;Au moins 1 etudes sup;7;4,9;200;21,2
20;F;Scientifique;Familial;Famille;Correcte;Autre;6;5,9;202;20,3
20;F;Autre;SeulAppartement;Remuneration;Difficile;Autre;4;10,7;204;23,7
20;G;Scientifique;SeulAppartement;Famille;Correcte;Autre;4;10,1;213;24,2
20;F;Scientifique;Autre;Famille;Confortable;Autre;6;6,6;215;22,1
20;G;Litteraire;Familial;Multi-sources;Correcte;Au moins 1 etudes sup;5;8,9;215;26,7
20;G;Litteraire;Familial;Famille;Confortable;Au moins 1 etudes sup;4;9,6;221;21,3
20;G;Litteraire;Familial;Multi-sources;Correcte;Au moins 1 etudes sup;5;8,9;221;26,1
20;G;Litteraire;Collocation;Remuneration;Correcte;Autre;3;11,4;221;28,0
20;G;Litteraire;ResidenceU;Remuneration;Correcte;Autre;3;13,2;225;27,2
20;F;Litteraire;ResidenceU;Remuneration;Correcte;Autre;2;13,6;227;27,8
20;G;Autre;SeulAppartement;Multi-sources;Correcte;Au moins 1 etudes sup;5;9,0;228;23,9
20;F;Autre;SeulAppartement;Famille;Correcte;Autre;4;10,7;229;28,1
20;G;Scientifique;Autre;Remuneration;Difficile;Autre;2;13,4;246;20,9
20;G;Scientifique;Collocation;Famille;Correcte;Autre;3;12,0;247;30,8
20;G;SciencePo;Collocation;Multi-sources;Correcte;Autre;4;10,9;256;31,1
20;F;Litteraire;SeulAppartement;Multi-sources;Correcte;Autre;4;9,6;258;21,9
20;G;Scientifique;ResidenceU;Multi-sources;Correcte;Autre;2;14,3;259;21,3
20;F;Autre;ResidenceU;Multi-sources;Confortable;Autre;4;10,2;268;25,4
20;G;Scientifique;Familial;Multi-sources;Correcte;Au moins 1 etudes sup;5;7,6;269;25,7
20;F;Scientifique;Familial;Famille;Correcte;Au moins 1 etudes sup;6;6,0;273;27,0
20;G;Scientifique;Collocation;Remuneration;Difficile;Autre;3;11,8;325;28,3
20;G;SciencePo;Collocation;Famille;Correcte;Au moins 1 etudes sup;5;9,2;328;27,9
21;F;Litteraire;SeulAppartement;Famille;Confortable;Au moins 1 etudes sup;4;10,4;0;27,1
21;G;Litteraire;Collocation;Remuneration;Correcte;Autre;2;14,0;0;27,3
21;G;SciencePo;Collocation;Famille;Difficile;Autre;3;12,9;1;31,4
21;G;Scientifique;SeulAppartement;Multi-sources;Correcte;Au moins 1 etudes sup;4;11,1;1;27,4
21;F;Scientifique;Collocation;Multi-sources;Correcte;Autre;4;10,9;1;30,0
21;G;Scientifique;SeulAppartement;Multi-sources;Correcte;Autre;3;12,2;1;23,7
21;F;Litteraire;SeulAppartement;Multi-sources;Correcte;Autre;3;12,8;1;30,5
21;F;Scientifique;Familial;Famille;Confortable;Autre;4;9,8;2;32,9
21;F;Scientifique;Collocation;Famille;Correcte;Au moins 1 etudes sup;5;9,1;2;33,5
21;F;Scientifique;Collocation;Multi-sources;Correcte;Au moins 1 etudes sup;4;9,8;2;27,2
21;F;Scientifique;ResidenceU;Multi-sources;Correcte;Au moins 1 etudes sup;3;12,1;2;24,7
21;G;Scientifique;Familial;Famille;Correcte;Autre;5;8,2;2;25,6
21;F;Litteraire;Familial;Famille;Correcte;Autre;5;7,7;2;30,4
21;F;Litteraire;SeulAppartement;Famille;Correcte;Autre;3;11,5;2;23,6
21;F;Scientifique;Familial;Multi-sources;Difficile;Autre;5;7,7;2;29,4
21;F;SciencePo;SeulAppartement;Remuneration;Difficile;Autre;3;11,4;2;23,9
21;F;Scientifique;ResidenceU;Multi-sources;Confortable;Au moins 1 etudes sup;4;9,6;3;25,0
21;F;Litteraire;ResidenceU;Multi-sources;Confortable;Au moins 1 etudes sup;3;13,0;3;26,0
21;F;Litteraire;Collocation;Multi-sources;Correcte;Au moins 1 etudes sup;5;9,1;3;34,4
21;F;Litteraire;Familial;Famille;Correcte;Autre;5;8,0;3;23,1
21;G;SciencePo;Familial;Famille;Correcte;Autre;4;10,1;3;31,5
21;F;Scientifique;Familial;Famille;Correcte;Autre;5;7,9;3;33,1
21;F;Litteraire;SeulAppartement;Famille;Correcte;Autre;4;9,8;3;26,4
21;F;Litteraire;ResidenceU;Multi-sources;Correcte;Autre;3;11,9;3;28,3
21;F;Scientifique;Autre;Remuneration;Correcte;Autre;4;10,5;3;30,9
21;F;Litteraire;ResidenceU;Remuneration;Difficile;Autre;3;12,5;3;26,1
21;F;Scientifique;SeulAppartement;Famille;Correcte;Au moins 1 etudes sup;5;8,5;4;27,7
21;F;Scientifique;Familial;Multi-sources;Correcte;Autre;6;6,6;4;25,1
21;F;Scientifique;Collocation;Remuneration;Correcte;Autre;4;9,3;4;28,8
21;G;Litteraire;ResidenceU;Remuneration;Correcte;Autre;2;13,8;4;31,0
21;F;Litteraire;SeulAppartement;Multi-sources;Difficile;Autre;3;11,7;4;25,8
21;F;Scientifique;Collocation;Multi-sources;Confortable;Au moins 1 etudes sup;4;10,4;5;27,5
21;F;Litteraire;ResidenceU;Remuneration;Confortable;Au moins 1 etudes sup;3;12,4;5;25,8
21;G;Scientifique;SeulAppartement;Multi-sources;Correcte;Au moins 1 etudes sup;3;11,4;5;24,7
21;F;SciencePo;Autre;Famille;Correcte;Autre;4;10,4;5;30,8
21;F;Scientifique;Familial;Famille;Correcte;Autre;6;6,6;5;25,1
21;G;Scientifique;SeulAppartement;Famille;Correcte;Autre;4;10,8;5;22,2
21;F;Litteraire;Familial;Multi-sources;Correcte;Autre;5;7,8;5;23,4
21;F;Litteraire;SeulAppartement;Multi-sources;Correcte;Autre;3;12,8;5;26,9
21;F;Scientifique;ResidenceU;Remuneration;Correcte;Autre;4;11,2;5;26,7
21;F;Scientifique;SeulAppartement;Remuneration;Difficile;Autre;3;11,7;5;25,6
21;G;Scientifique;SeulAppartement;Multi-sources;Confortable;Au moins 1 etudes sup;4;10,0;6;24,4
21;G;Litteraire;Autre;Remuneration;Correcte;Au moins 1 etudes sup;3;12,1;6;24,7
21;F;Autre;Familial;Famille;Correcte;Autre;6;7,2;6;28,1
21;G;Litteraire;SeulAppartement;Famille;Correcte;Autre;3;12,2;6;27,9
21;F;Litteraire;SeulAppartement;Famille;Correcte;Autre;3;11,4;6;28,3
21;F;Scientifique;Collocation;Multi-sources;Correcte;Autre;4;9,4;6;28,2
21;F;Scientifique;Autre;Remuneration;Correcte;Autre;4;9,6;6;31,5
21;F;Autre;Autre;Multi-sources;Correcte;Autre;4;9,6;7;26,4
21;F;Scientifique;SeulAppartement;Famille;Correcte;Autre;3;11,5;8;29,4
21;F;Scientifique;Familial;Multi-sources;Correcte;Autre;6;7,0;8;25,1
21;F;Litteraire;Familial;Multi-sources;Correcte;Autre;4;9,3;8;25,9
21;F;Litteraire;Familial;Multi-sources;Correcte;Autre;6;5,6;8;31,5
21;F;Scientifique;ResidenceU;Multi-sources;Correcte;Autre;3;11,8;8;25,6
21;F;SciencePo;Collocation;Remuneration;Difficile;Au moins 1 etudes sup;3;11,5;8;31,3
21;G;Litteraire;Familial;Famille;Confortable;Au moins 1 etudes sup;5;9,1;9;23,2
21;G;Scientifique;Familial;Famille;Correcte;Autre;4;9,9;9;29,2
21;G;Scientifique;ResidenceU;Remuneration;Correcte;Au moins 1 etudes sup;3;12,1;9;29,2
21;F;Scientifique;Collocation;Famille;Correcte;Autre;4;9,8;9;34,7
21;G;Litteraire;ResidenceU;Multi-sources;Correcte;Autre;1;16,1;9;26,8
21;F;Scientifique;SeulAppartement;Multi-sources;Correcte;Autre;4;10,8;9;27,3
21;F;Scientifique;ResidenceU;Remuneration;Correcte;Autre;3;12,4;9;33,3
21;G;Litteraire;Familial;Famille;Confortable;Autre;4;9,6;10;29,7
21;G;Scientifique;Collocation;Famille;Confortable;Au moins 1 etudes sup;3;12,3;10;32,2
21;F;Scientifique;Autre;Remuneration;Correcte;Au moins 1 etudes sup;5;9,0;10;28,1
21;F;Scientifique;ResidenceU;Multi-sources;Correcte;Autre;3;12,5;10;28,3
21;F;Litteraire;ResidenceU;Remuneration;Confortable;Au moins 1 etudes sup;4;10,4;11;30,7
21;F;Autre;Collocation;Remuneration;Correcte;Au moins 1 etudes sup;5;7,6;11;30,7
21;F;Scientifique;Collocation;Famille;Correcte;Autre;4;11,1;11;28,2
21;G;Litteraire;Familial;Multi-sources;Correcte;Autre;4;9,4;11;27,1
21;G;Litteraire;Collocation;Famille;Confortable;Au moins 1 etudes sup;2;13,3;12;27,1
21;F;Scientifique;Familial;Famille;Confortable;Au moins 1 etudes sup;6;5,4;12;23,0
21;F;Autre;Familial;Famille;Correcte;Au moins 1 etudes sup;6;6,4;12;29,0
21;F;Litteraire;Familial;Famille;Correcte;Autre;5;8,6;12;31,8
21;G;Litteraire;Familial;Famille;Correcte;Autre;5;8,2;12;32,8
21;G;SciencePo;Familial;Famille;Correcte;Autre;4;9,9;12;33,5
21;F;Scientifique;Collocation;Remuneration;Correcte;Autre;3;12,0;12;21,5
21;F;SciencePo;Collocation;Remuneration;Correcte;Autre;4;10,5;12;24,5
21;G;Litteraire;Collocation;Famille;Correcte;Autre;2;13,5;13;33,0
21;G;SciencePo;SeulAppartement;Famille;Correcte;Autre;3;12,4;13;28,4
21;F;Litteraire;ResidenceU;Remuneration;Correcte;Autre;2;14,1;13;28,3
21;G;Scientifique;ResidenceU;Remuneration;Correcte;Au moins 1 etudes sup;3;12,3;14;26,5
21;G;Scientifique;Familial;Multi-sources;Correcte;Autre;4;10,2;14;29,1
21;G;Litteraire;Familial;Famille;Confortable;Au moins 1 etudes sup;4;9,8;15;26,2
21;F;Litteraire;Familial;Famille;Confortable;Au moins 1 etudes sup;6;6,8;15;29,6
21;G;Scientifique;Collocation;Remuneration;Difficile;Autre;2;13,3;15;27,9
21;G;Scientifique;SeulAppartement;Famille;Confortable;Autre;3;12,5;15;26,7
21;F;Litteraire;SeulAppartement;Famille;Correcte;Autre;4;10,9;15;30,8
21;F;Litteraire;ResidenceU;Multi-sources;Correcte;Autre;2;13,6;15;30,3
21;F;Scientifique;SeulAppartement;Remuneration;Correcte;Autre;5;8,2;15;27,0
21;G;Scientifique;Collocation;Remuneration;Difficile;Autre;3;12,9;15;33,3
21;G;Scientifique;ResidenceU;Remuneration;Difficile;Autre;1;15,4;15;28,3
21;F;Scientifique;Familial;Famille;Correcte;Au moins 1 etudes sup;6;5,6;16;32,5
21;F;SciencePo;Familial;Famille;Correcte;Autre;5;8,7;16;25,6
21;F;Scientifique;Collocation;Multi-sources;Correcte;Autre;5;8,6;16;31,8
21;F;SciencePo;Collocation;Remuneration;Correcte;Autre;5;8,7;16;28,2
21;F;Scientifique;Collocation;Remuneration;Correcte;Autre;4;9,6;16;29,3
21;F;Scientifique;ResidenceU;Remuneration;Correcte;Autre;4;11,3;16;35,1
21;F;Autre;ResidenceU;Remuneration;Difficile;Autre;2;13,7;16;34,5
21;F;Autre;Collocation;Multi-sources;Correcte;Autre;4;10,4;17;26,8
21;F;Scientifique;SeulAppartement;Remuneration;Correcte;Autre;4;10,3;17;27,2
21;G;Litteraire;SeulAppartement;Remuneration;Correcte;Autre;3;11,7;17;29,1
21;F;Scientifique;Familial;Famille;Confortable;Au moins 1 etudes sup;6;7,2;18;29,6
21;G;Scientifique;Familial;Famille;Confortable;Au moins 1 etudes sup;6;7,2;18;29,7
21;F;Scientifique;Familial;Famille;Confortable;Au moins 1 etudes sup;6;6,2;18;37,7
21;F;Scientifique;SeulAppartement;Famille;Confortable;Au moins 1 etudes sup;4;9,5;18;30,1
21;G;SciencePo;SeulAppartement;Famille;Correcte;Autre;3;12,2;18;31,5
21;G;Scientifique;Collocation;Multi-sources;Correcte;Autre;3;12,4;18;27,5
21;F;Autre;Collocation;Remuneration;Correcte;Autre;5;8,0;18;22,5
21;G;Scientifique;Collocation;Remuneration;Correcte;Autre;3;12,2;18;24,5
21;F;Autre;ResidenceU;Remuneration;Difficile;Autre;4;10,4;18;29,0
21;F;Litteraire;Familial;Multi-sources;Correcte;Au moins 1 etudes sup;6;5,5;19;24,0
21;F;Litteraire;SeulAppartement;Multi-sources;Correcte;Au moins 1 etudes sup;4;10,9;19;26,8
21;F;Autre;SeulAppartement;Multi-sources;Correcte;Au moins 1 etudes sup;5;8,5;19;32,9
21;G;Litteraire;Collocation;Remuneration;Correcte;Autre;2;14,7;19;24,1
21;F;Scientifique;ResidenceU;Remuneration;Correcte;Autre;3;12,5;19;28,8
21;F;Litteraire;ResidenceU;Remuneration;Difficile;Au moins 1 etudes sup;2;14,1;19;32,3
21;F;Litteraire;Collocation;Remuneration;Difficile;Autre;3;13,1;19;30,4
21;F;Litteraire;ResidenceU;Remuneration;Difficile;Autre;2;13,6;19;29,2
21;F;Scientifique;Autre;Multi-sources;Correcte;Au moins 1 etudes sup;5;9,0;20;26,8
21;F;SciencePo;Collocation;Famille;Correcte;Autre;4;10,2;20;26,9
21;F;Scientifique;Familial;Famille;Correcte;Autre;5;8,4;20;28,3
21;F;Scientifique;ResidenceU;Multi-sources;Correcte;Autre;3;11,7;20;26,9
21;F;Scientifique;Collocation;Remuneration;Correcte;Autre;4;9,3;20;32,0
21;F;Scientifique;ResidenceU;Remuneration;Correcte;Autre;3;11,9;20;31,1
21;F;Litteraire;Collocation;Remuneration;Difficile;Autre;2;14,3;20;26,0
21;F;Scientifique;Collocation;Multi-sources;Correcte;Au moins 1 etudes sup;4;10,1;21;29,5
21;F;Scientifique;Collocation;Multi-sources;Correcte;Autre;4;10,9;21;30,1
21;F;Scientifique;SeulAppartement;Famille;Difficile;Autre;4;11,3;21;27,6
21;G;Autre;SeulAppartement;Remuneration;Difficile;Autre;3;12,1;21;30,3
21;F;SciencePo;Collocation;Remuneration;Confortable;Au moins 1 etudes sup;5;9,2;22;20,4
21;F;Litteraire;Familial;Famille;Correcte;Autre;6;6,8;22;24,4
21;F;Scientifique;Familial;Multi-sources;Correcte;Autre;6;6,7;22;33,2
21;F;Scientifique;Autre;Remuneration;Correcte;Au moins 1 etudes sup;6;6,1;23;31,7
21;G;Scientifique;Familial;Multi-sources;Correcte;Autre;5;8,7;23;35,4
21;F;Scientifique;ResidenceU;Remuneration;Correcte;Autre;2;13,4;23;29,9
21;G;Scientifique;ResidenceU;Remuneration;Difficile;Autre;2;15,1;23;27,1
21;G;Litteraire;Collocation;Famille;Confortable;Autre;2;14,3;24;23,8
21;F;Litteraire;SeulAppartement;Remuneration;Correcte;Autre;3;11,6;24;30,5
21;G;SciencePo;Familial;Multi-sources;Difficile;Autre;5;8,0;24;23,0
21;F;Litteraire;ResidenceU;Remuneration;Confortable;Au moins 1 etudes sup;3;12,3;25;30,9
21;G;Litteraire;SeulAppartement;Multi-sources;Correcte;Au moins 1 etudes sup;4;11,2;25;28,0
21;F;Scientifique;Collocation;Remuneration;Correcte;Au moins 1 etudes sup;4;9,6;25;34,1
21;F;Scientifique;Collocation;Multi-sources;Correcte;Autre;4;10,6;25;22,9
21;F;Litteraire;Familial;Multi-sources;Correcte;Autre;5;7,9;25;34,8
21;F;Scientifique;Collocation;Remuneration;Correcte;Autre;4;10,4;25;27,7
21;F;Scientifique;ResidenceU;Remuneration;Difficile;Autre;3;12,9;25;30,9
21;F;SciencePo;SeulAppartement;Remuneration;Difficile;Autre;4;10,0;25;28,0
21;F;Scientifique;Familial;Famille;Correcte;Au moins 1 etudes sup;6;5,7;26;29,5
21;F;Scientifique;SeulAppartement;Famille;Correcte;Autre;5;8,2;26;23,8
21;F;Scientifique;Collocation;Multi-sources;Correcte;Autre;4;9,4;26;23,7
21;F;Scientifique;ResidenceU;Remuneration;Correcte;Autre;4;10,3;26;25,1
21;G;Scientifique;ResidenceU;Remuneration;Correcte;Autre;2;14,2;26;27,7
21;F;Autre;Familial;Remuneration;Difficile;Autre;5;8,8;26;24,8
21;F;SciencePo;SeulAppartement;Famille;Correcte;Autre;4;11,3;27;20,8
21;F;Scientifique;Autre;Multi-sources;Correcte;Autre;4;10,8;27;29,5
21;F;Scientifique;ResidenceU;Multi-sources;Correcte;Autre;3;11,4;27;34,1
21;G;Scientifique;Collocation;Remuneration;Correcte;Autre;4;9,8;27;27,4
21;G;Litteraire;Collocation;Remuneration;Difficile;Autre;2;15,0;27;30,7
21;G;SciencePo;Familial;Multi-sources;Confortable;Au moins 1 etudes sup;5;7,5;28;27,4
21;F;Litteraire;ResidenceU;Remuneration;Correcte;Autre;3;13,1;28;20,5
21;F;Scientifique;ResidenceU;Remuneration;Correcte;Autre;3;11,6;28;25,5
21;G;Scientifique;ResidenceU;Remuneration;Difficile;Au moins 1 etudes sup;2;13,4;28;27,3
21;G;Scientifique;SeulAppartement;Remuneration;Difficile;Au moins 1 etudes sup;3;13,1;28;23,8
21;F;Autre;SeulAppartement;Famille;Difficile;Autre;4;10,0;28;29,2
21;F;Scientifique;Collocation;Remuneration;Difficile;Autre;4;10,0;28;27,7
21;F;Litteraire;SeulAppartement;Multi-sources;Correcte;Au moins 1 etudes sup;5;9,0;29;30,1
21;G;Scientifique;Familial;Famille;Correcte;Autre;4;10,6;29;29,3
21;F;SciencePo;SeulAppartement;Famille;Correcte;Autre;3;11,9;29;23,8
21;F;Scientifique;Autre;Multi-sources;Correcte;Autre;5;9,1;29;31,5
21;G;Scientifique;Collocation;Remuneration;Difficile;Autre;4;10,4;29;26,1
21;F;Scientifique;Collocation;Remuneration;Correcte;Au moins 1 etudes sup;5;8,6;30;27,7
21;F;Litteraire;SeulAppartement;Famille;Correcte;Autre;3;11,9;30;31,4
21;F;Litteraire;Familial;Multi-sources;Confortable;Au moins 1 etudes sup;6;7,1;31;26,0
21;F;Scientifique;Familial;Famille;Correcte;Autre;6;6,8;31;26,6
21;F;Scientifique;SeulAppartement;Multi-sources;Confortable;Au moins 1 etudes sup;5;8,5;31;25,1
21;F;Scientifique;SeulAppartement;Multi-sources;Correcte;Au moins 1 etudes sup;4;9,8;31;25,3
21;F;Litteraire;Autre;Multi-sources;Correcte;Autre;4;9,8;31;24,6
21;F;Scientifique;Familial;Multi-sources;Correcte;Autre;6;5,6;31;25,1
21;F;Litteraire;Familial;Famille;Confortable;Au moins 1 etudes sup;7;5,2;32;27,8
21;F;Scientifique;Familial;Multi-sources;Correcte;Au moins 1 etudes sup;6;7,3;32;27,2
21;G;Litteraire;Familial;Multi-sources;Correcte;Au moins 1 etudes sup;5;8,6;32;30,1
21;F;SciencePo;SeulAppartement;Multi-sources;Correcte;Au moins 1 etudes sup;4;11,2;32;21,4
21;F;Scientifique;Autre;Multi-sources;Correcte;Autre;4;9,4;32;22,7
21;F;Litteraire;Collocation;Multi-sources;Correcte;Autre;3;12,0;32;30,5
21;F;Scientifique;Familial;Multi-sources;Correcte;Autre;6;5,8;32;27,4
21;F;Scientifique;ResidenceU;Remuneration;Correcte;Autre;4;11,2;32;27,7
